Orthogroup	Branchiostoma_floridae	Capitella_teleta	Crassostrea_ariakensis	Crassostrea_gigas	Cyclina_sinensis	Drosophila_melanogaster	Homo_sapiens	Mytilus_coruscus	Nautilus_pompilius	Nematostella_vectensis	Patinopecten_yessoensis	Pomacea_canaliculata	Sinonovacula_constricta	Sinonovacula_rivularis	Tegillarca_granosa	Total
OG0001722	2	2	2	2	2	1	4	2	2	2	2	2	1	3	3	32
OG0001723	1	1	4	2	3	3	3	2	4	1	1	3	1	1	2	32
OG0001724	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0001725	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0001726	0	2	1	4	4	0	0	3	2	0	5	4	3	2	2	32
OG0001727	0	6	3	3	4	0	0	5	0	0	3	4	1	1	2	32
OG0001728	0	1	5	1	4	0	0	3	1	8	7	0	1	0	1	32
OG0001729	0	0	15	3	1	0	0	9	0	0	0	0	0	4	0	32
OG0001730	0	0	10	21	0	1	0	0	0	0	0	0	0	0	0	32
OG0001731	0	0	2	2	1	0	0	1	1	0	2	3	10	5	5	32
OG0001732	0	0	8	9	0	0	0	14	0	0	0	0	0	0	1	32
OG0001733	0	0	3	8	3	0	0	3	2	0	4	4	3	2	0	32
OG0001734	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	32
OG0001735	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	32
OG0001736	1	4	0	0	8	1	0	0	0	2	0	1	6	6	2	31
OG0001737	12	0	1	1	2	0	2	1	2	5	1	1	1	1	1	31
OG0001738	3	3	2	2	2	1	4	2	2	2	2	2	2	1	1	31
OG0001739	3	2	2	2	3	2	5	1	2	2	2	1	2	1	1	31
OG0001740	6	5	1	1	1	2	3	1	1	5	1	1	1	1	1	31
OG0001741	0	5	2	2	2	1	0	3	2	0	2	2	2	2	6	31
OG0001742	1	1	0	1	2	2	6	2	4	0	3	2	2	2	3	31
OG0001743	5	1	2	2	4	1	2	2	1	3	2	1	2	2	1	31
OG0001744	1	2	1	1	2	1	5	2	2	2	3	2	2	2	3	31
OG0001745	0	2	3	3	2	1	0	4	2	0	3	2	2	3	4	31
OG0001746	4	1	0	1	1	1	16	1	1	0	1	1	1	1	1	31
OG0001747	2	1	6	4	3	1	3	1	2	1	2	2	1	1	1	31
OG0001748	2	2	1	2	1	1	1	2	2	4	2	2	3	3	3	31
OG0001749	2	2	3	4	5	1	0	1	1	2	2	2	2	2	2	31
OG0001750	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31
OG0001751	2	2	2	2	2	1	2	2	3	2	3	3	2	1	2	31
OG0001752	2	2	3	2	3	1	2	3	1	2	2	2	2	1	3	31
OG0001753	4	4	2	3	3	1	1	1	2	0	2	2	3	1	2	31
OG0001754	2	3	2	2	4	1	2	2	1	2	2	2	2	2	2	31
OG0001755	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0001756	2	3	2	2	3	0	2	1	2	3	2	3	2	2	2	31
OG0001757	3	2	1	2	3	1	3	2	2	2	2	2	2	2	2	31
OG0001758	1	1	1	1	1	1	3	4	2	2	2	1	4	1	6	31
OG0001759	3	2	1	1	1	1	3	3	3	3	2	2	2	2	2	31
OG0001760	26	1	0	0	0	1	3	0	0	0	0	0	0	0	0	31
OG0001761	8	0	0	0	6	0	2	0	0	0	7	0	2	0	6	31
OG0001762	5	0	6	2	0	0	0	12	0	0	6	0	0	0	0	31
OG0001763	22	0	1	0	1	0	2	1	0	0	1	1	1	1	0	31
OG0001764	2	2	1	1	2	1	5	2	2	3	2	2	2	2	2	31
OG0001765	1	1	2	3	3	1	3	2	1	2	3	2	3	3	1	31
OG0001766	2	2	1	2	4	2	1	2	2	2	2	2	2	2	3	31
OG0001767	6	4	1	2	2	0	4	2	1	1	2	1	1	2	2	31
OG0001768	3	2	1	2	3	1	2	2	2	2	2	2	2	2	3	31
OG0001769	2	2	2	2	2	1	2	2	1	3	2	2	3	3	2	31
OG0001770	4	2	2	2	4	0	0	2	0	3	5	3	1	1	2	31
OG0001771	2	2	2	2	2	1	3	3	2	2	2	2	2	2	2	31
OG0001772	1	1	5	4	3	0	1	3	0	3	3	4	3	0	0	31
OG0001773	2	3	2	2	2	1	2	2	2	2	2	2	2	2	3	31
OG0001774	3	2	3	2	3	1	2	2	1	1	3	2	2	2	2	31
OG0001775	2	1	2	2	2	1	4	3	1	2	2	2	2	2	3	31
OG0001776	5	1	2	2	2	2	5	1	1	2	1	2	2	1	2	31
OG0001777	4	6	2	1	1	0	0	1	2	2	3	1	1	2	5	31
OG0001778	1	3	3	3	2	1	2	2	1	2	2	1	3	2	3	31
OG0001779	1	3	2	2	2	2	2	3	1	2	2	2	2	2	3	31
OG0001780	2	2	1	2	2	0	3	2	3	2	2	2	2	3	3	31
OG0001781	2	3	2	2	3	1	3	2	2	2	2	2	2	1	2	31
OG0001782	4	5	1	1	6	0	2	1	1	5	1	1	1	1	1	31
OG0001783	2	3	2	2	3	1	4	2	2	1	2	2	1	2	2	31
OG0001784	3	2	3	4	2	0	1	3	2	2	4	1	1	2	1	31
OG0001785	1	2	2	3	2	1	1	3	2	2	3	3	2	2	2	31
OG0001786	1	0	5	4	6	0	3	2	2	0	3	1	2	1	1	31
OG0001787	1	3	2	2	3	1	3	3	2	0	2	2	3	2	2	31
OG0001788	1	1	2	3	3	1	0	3	1	1	4	4	2	2	3	31
OG0001789	1	3	3	2	5	1	0	3	1	0	2	1	6	3	0	31
OG0001790	1	2	2	2	1	2	3	2	2	2	3	2	2	1	4	31
OG0001791	3	1	8	4	1	0	0	4	1	0	2	1	1	2	3	31
OG0001792	2	2	1	0	2	1	7	2	2	2	3	2	2	2	1	31
OG0001793	1	0	10	8	4	0	0	1	0	1	2	0	3	1	0	31
OG0001794	3	1	1	1	1	1	2	1	3	4	2	1	1	2	7	31
OG0001795	0	20	2	1	0	0	0	8	0	0	0	0	0	0	0	31
OG0001796	0	5	2	2	2	0	0	2	2	2	4	2	5	1	2	31
OG0001797	0	2	4	2	3	0	0	11	3	1	1	0	0	0	4	31
OG0001798	0	1	3	5	1	0	0	6	1	2	3	1	2	1	5	31
OG0001799	0	1	3	3	3	2	2	3	3	0	2	3	4	1	1	31
OG0001800	0	0	24	7	0	0	0	0	0	0	0	0	0	0	0	31
OG0001801	0	0	4	3	6	0	0	2	0	0	10	0	3	2	1	31
OG0001802	0	0	3	2	3	0	1	9	4	0	2	2	2	1	2	31
OG0001803	0	0	7	9	0	0	0	9	2	0	4	0	0	0	0	31
OG0001804	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	31
OG0001805	0	0	3	2	5	0	0	5	0	4	3	3	1	2	3	31
OG0001806	0	0	6	7	4	0	0	3	0	0	4	0	4	2	1	31
OG0001807	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	31
OG0001808	0	0	0	4	0	0	0	25	0	1	0	0	0	1	0	31
OG0001809	0	0	0	0	1	0	0	0	0	30	0	0	0	0	0	31
OG0001810	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	31
OG0001811	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	31
OG0001812	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	31
OG0001813	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	31
OG0001814	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	31
OG0001815	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	31
OG0001816	0	3	0	0	6	8	0	4	1	1	4	1	1	0	1	30
OG0001817	0	0	1	4	2	0	1	9	0	0	9	0	1	2	1	30
OG0001818	0	0	3	7	0	0	0	3	0	0	11	0	1	0	5	30
OG0001819	1	3	2	2	2	1	8	0	2	0	2	3	3	0	1	30
OG0001820	1	1	1	1	4	1	2	2	2	4	3	2	2	1	3	30
OG0001821	5	18	1	1	2	1	0	1	0	0	0	1	0	0	0	30
OG0001822	0	2	1	2	7	1	0	10	1	0	2	1	1	1	1	30
OG0001823	1	5	1	1	2	2	4	2	1	3	1	3	2	1	1	30
OG0001824	2	2	1	2	2	1	5	1	2	4	1	2	2	0	3	30
OG0001825	2	0	2	2	2	0	2	4	2	2	2	2	2	4	2	30
OG0001826	2	4	3	3	3	0	1	5	0	1	4	1	1	0	2	30
OG0001827	3	2	2	2	2	1	4	3	2	2	0	2	2	2	1	30
OG0001828	3	1	1	1	2	2	8	1	1	3	1	2	1	2	1	30
OG0001829	2	3	2	2	3	1	2	2	1	2	1	2	2	1	4	30
OG0001830	0	1	1	1	2	1	2	9	2	3	3	0	1	1	3	30
OG0001831	2	2	2	2	2	1	4	2	2	2	2	2	2	1	2	30
OG0001832	11	2	1	1	2	1	3	1	1	3	1	1	1	0	1	30
OG0001833	3	2	2	1	2	1	1	3	2	4	2	2	2	1	2	30
OG0001834	3	1	2	2	0	1	4	2	1	3	3	1	1	1	5	30
OG0001835	1	2	2	3	2	3	2	2	1	1	2	2	2	1	4	30
OG0001836	3	1	1	1	1	1	9	1	1	6	1	1	1	1	1	30
OG0001837	2	2	2	2	2	1	4	2	2	1	2	2	2	1	3	30
OG0001838	4	0	1	1	3	1	1	1	1	11	1	1	1	1	2	30
OG0001839	1	2	0	2	3	1	2	6	1	1	4	2	2	2	1	30
OG0001840	4	2	1	1	4	2	2	2	1	1	3	0	2	3	2	30
OG0001841	5	3	1	1	1	2	4	2	1	1	1	1	2	3	2	30
OG0001842	2	1	1	3	6	1	2	1	1	1	2	2	3	3	1	30
OG0001843	5	5	2	2	1	1	2	2	2	0	2	3	1	2	0	30
OG0001844	1	4	2	2	3	1	4	0	2	1	2	3	2	2	1	30
OG0001845	2	1	2	2	3	1	2	4	1	1	2	1	2	1	5	30
OG0001846	1	3	2	2	5	2	1	3	1	2	1	1	2	2	2	30
OG0001847	2	3	2	2	2	1	3	2	2	2	2	2	2	2	1	30
OG0001848	3	1	2	2	3	0	1	1	3	3	2	2	2	2	3	30
OG0001849	1	2	2	2	2	1	5	2	2	0	3	2	2	2	2	30
OG0001850	2	1	2	2	2	1	5	2	2	1	2	2	2	3	1	30
OG0001851	2	1	2	2	2	1	2	4	1	2	2	2	2	2	3	30
OG0001852	2	2	2	2	3	1	1	3	2	2	2	2	2	2	2	30
OG0001853	2	2	1	1	2	1	3	2	2	4	2	1	2	2	3	30
OG0001854	2	1	2	2	2	1	2	2	4	1	2	2	2	1	4	30
OG0001855	2	4	1	2	2	1	3	2	1	2	2	1	2	2	3	30
OG0001856	3	2	1	2	2	1	2	2	2	2	4	2	1	2	2	30
OG0001857	2	2	2	2	3	0	2	2	1	2	3	2	2	1	4	30
OG0001858	1	1	1	3	2	1	1	0	1	3	3	3	2	3	5	30
OG0001859	2	2	1	2	2	1	4	2	1	2	2	2	2	2	3	30
OG0001860	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	30
OG0001861	2	2	1	2	3	1	3	1	1	2	2	2	3	3	2	30
OG0001862	2	1	3	6	1	1	4	2	1	2	1	3	1	1	1	30
OG0001863	2	1	2	2	2	0	3	1	2	4	3	2	2	2	2	30
OG0001864	2	3	5	9	0	1	2	2	1	0	2	1	1	1	0	30
OG0001865	2	3	4	3	4	0	0	2	1	0	4	2	3	1	1	30
OG0001866	3	2	2	2	2	1	0	2	1	4	2	2	2	3	2	30
OG0001867	2	3	2	2	2	1	3	1	3	2	2	2	2	2	1	30
OG0001868	2	2	4	3	2	0	1	2	2	2	2	2	2	2	2	30
OG0001869	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	30
OG0001870	1	1	2	2	5	1	3	1	2	1	2	2	2	2	3	30
OG0001871	2	4	2	1	5	0	4	6	1	1	1	1	0	1	1	30
OG0001872	1	1	2	1	2	0	3	2	3	1	3	2	2	3	4	30
OG0001873	2	3	2	3	2	1	3	2	1	1	2	2	2	2	2	30
OG0001874	3	1	2	1	4	5	1	1	1	1	1	1	4	3	1	30
OG0001875	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	30
OG0001876	7	0	0	0	1	0	0	4	2	4	11	1	0	0	0	30
OG0001877	2	1	0	0	1	0	0	0	3	16	1	2	1	1	2	30
OG0001878	2	2	2	3	1	1	1	3	2	2	2	2	2	2	3	30
OG0001879	2	2	1	2	3	1	4	2	2	2	2	2	2	1	2	30
OG0001880	2	2	2	2	2	1	4	1	1	5	2	2	2	1	1	30
OG0001881	2	2	2	3	2	1	3	3	2	2	1	2	2	1	2	30
OG0001882	1	5	2	4	2	1	2	1	2	1	2	2	1	2	2	30
OG0001883	1	2	2	1	2	4	3	1	2	1	2	2	2	2	3	30
OG0001884	2	2	2	3	1	1	2	1	2	2	2	2	2	3	3	30
OG0001885	3	2	1	2	2	0	3	2	2	2	2	2	2	2	3	30
OG0001886	2	2	1	2	2	1	4	2	2	2	2	2	2	2	2	30
OG0001887	2	1	2	2	2	2	2	2	2	4	3	1	3	1	1	30
OG0001888	2	3	1	4	2	1	2	2	1	2	2	2	2	2	2	30
OG0001889	2	2	1	2	2	1	1	3	2	1	2	2	2	2	5	30
OG0001890	2	2	2	2	1	2	2	2	2	2	2	3	2	2	2	30
OG0001891	1	4	2	2	2	1	2	2	2	2	2	2	2	2	2	30
OG0001892	1	1	3	1	4	1	0	3	2	4	3	5	1	1	0	30
OG0001893	6	2	2	1	1	2	2	2	2	1	1	1	2	3	2	30
OG0001894	1	0	0	0	3	0	0	26	0	0	0	0	0	0	0	30
OG0001895	1	2	2	2	3	1	1	3	1	1	3	3	2	2	3	30
OG0001896	2	2	1	2	2	1	5	2	2	1	2	2	2	2	2	30
OG0001897	2	4	2	2	2	0	2	3	1	2	2	2	2	1	3	30
OG0001898	1	1	2	2	3	1	3	2	2	2	2	3	3	1	2	30
OG0001899	1	1	2	2	2	1	2	3	2	2	2	2	2	2	4	30
OG0001900	2	1	1	1	1	1	1	1	6	1	3	0	1	4	6	30
OG0001901	3	1	2	2	4	0	1	6	1	1	2	1	2	2	2	30
OG0001902	1	4	1	1	1	1	1	2	3	1	1	4	2	5	2	30
OG0001903	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0001904	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0001905	0	3	0	0	0	0	26	0	0	1	0	0	0	0	0	30
OG0001906	0	5	2	1	1	0	0	2	0	16	0	2	1	0	0	30
OG0001907	0	1	5	11	1	1	1	1	1	1	4	1	1	0	1	30
OG0001908	0	4	2	3	5	0	0	1	1	0	2	2	6	3	1	30
OG0001909	0	2	0	0	0	0	0	0	0	28	0	0	0	0	0	30
OG0001910	0	2	1	2	0	1	0	0	0	0	1	0	17	6	0	30
OG0001911	0	0	8	0	1	0	0	20	0	0	0	0	0	0	1	30
OG0001912	0	0	14	13	0	0	0	2	0	0	0	0	0	0	1	30
OG0001913	0	0	1	1	9	0	2	1	1	0	2	1	6	4	2	30
OG0001914	0	0	3	1	3	0	0	9	0	0	14	0	0	0	0	30
OG0001915	0	0	8	4	14	0	0	4	0	0	0	0	0	0	0	30
OG0001916	0	0	13	11	0	0	0	0	0	0	1	3	0	0	2	30
OG0001917	0	0	0	0	6	0	0	7	0	0	0	9	4	4	0	30
OG0001918	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	30
OG0001919	2	5	0	1	3	1	1	2	0	2	1	1	4	0	6	29
OG0001920	0	1	1	1	13	1	0	0	0	0	1	0	6	2	3	29
OG0001921	2	2	1	2	2	1	3	2	1	3	2	2	2	0	4	29
OG0001922	0	2	0	1	3	1	12	0	5	0	1	1	1	1	1	29
OG0001923	2	3	1	2	2	0	3	2	2	2	3	2	2	2	1	29
OG0001924	2	6	0	1	2	1	0	6	0	0	1	3	4	3	0	29
OG0001925	16	0	0	0	2	2	0	2	0	3	2	0	2	0	0	29
OG0001926	0	1	1	1	1	1	0	16	1	0	4	1	1	1	0	29
OG0001927	1	1	3	1	2	1	1	1	0	1	3	2	6	5	1	29
OG0001928	3	0	2	1	3	2	3	1	0	1	4	2	2	2	3	29
OG0001929	5	1	1	1	5	2	3	1	1	2	1	1	2	2	1	29
OG0001930	2	3	2	2	2	1	1	3	4	2	1	1	2	2	1	29
OG0001931	3	2	2	2	2	1	5	2	2	0	2	2	2	1	1	29
OG0001932	4	1	2	2	1	0	0	3	1	8	1	0	2	2	2	29
OG0001933	1	8	1	1	4	4	0	1	1	2	1	2	1	1	1	29
OG0001934	2	1	2	2	3	1	2	3	2	0	1	3	3	3	1	29
OG0001935	1	2	2	2	2	1	3	2	2	1	2	2	2	2	3	29
OG0001936	1	1	2	2	2	2	3	1	1	2	2	4	2	2	2	29
OG0001937	2	2	2	2	2	1	3	1	2	2	2	2	2	1	3	29
OG0001938	1	2	1	2	2	1	4	2	2	1	3	2	2	2	2	29
OG0001939	3	3	1	0	2	1	2	2	2	2	2	2	2	3	2	29
OG0001940	2	3	2	1	2	1	6	1	1	1	4	1	1	2	1	29
OG0001941	4	2	1	1	1	1	2	0	1	4	2	2	4	1	3	29
OG0001942	2	1	2	2	5	1	1	7	0	0	2	2	1	2	1	29
OG0001943	1	2	2	2	1	1	3	4	2	1	2	2	2	2	2	29
OG0001944	2	2	1	2	4	1	2	2	2	2	1	2	2	2	2	29
OG0001945	4	1	1	2	2	0	2	2	2	1	2	2	2	3	3	29
OG0001946	1	2	1	1	1	1	2	1	1	10	1	4	1	1	1	29
OG0001947	3	3	0	2	2	1	1	1	1	3	4	1	2	2	3	29
OG0001948	2	3	1	2	2	1	2	2	2	1	3	2	2	2	2	29
OG0001949	2	1	2	2	2	1	2	2	2	2	2	2	2	3	2	29
OG0001950	4	1	1	6	2	1	1	1	1	1	2	2	2	2	2	29
OG0001951	1	1	3	2	1	0	1	2	2	8	1	1	2	1	3	29
OG0001952	2	2	1	2	3	1	2	3	2	2	2	2	2	2	1	29
OG0001953	5	5	1	1	2	1	1	2	0	1	5	2	1	1	1	29
OG0001954	1	2	2	2	2	1	2	2	2	2	3	2	2	2	2	29
OG0001955	2	2	2	2	2	1	2	1	1	2	2	2	1	1	6	29
OG0001956	2	1	2	2	3	6	2	1	1	1	2	2	1	0	3	29
OG0001957	1	3	2	2	3	1	2	2	1	1	2	3	2	2	2	29
OG0001958	2	1	2	2	2	7	2	1	1	1	2	1	2	2	1	29
OG0001959	9	2	1	2	2	0	1	2	1	0	2	1	3	2	1	29
OG0001960	3	1	2	2	2	0	3	2	1	2	2	2	2	2	3	29
OG0001961	1	2	1	2	4	2	2	3	1	1	2	1	2	2	3	29
OG0001962	3	0	2	3	2	1	1	4	1	1	2	2	2	4	1	29
OG0001963	2	1	2	2	3	1	3	2	1	2	2	2	2	2	2	29
OG0001964	1	7	2	2	2	1	0	5	1	2	2	0	1	0	3	29
OG0001965	2	2	2	2	3	0	2	1	1	3	2	2	2	1	4	29
OG0001966	1	3	3	2	3	1	2	2	2	1	2	2	2	2	1	29
OG0001967	3	1	1	3	2	0	4	2	2	2	2	1	2	1	3	29
OG0001968	2	0	3	3	4	0	0	2	1	0	3	2	3	3	3	29
OG0001969	2	2	2	2	2	0	2	2	3	2	2	2	2	3	1	29
OG0001970	4	1	1	1	3	1	6	1	1	1	1	1	2	2	3	29
OG0001971	2	2	2	2	2	1	4	1	1	2	2	2	2	2	2	29
OG0001972	2	2	1	2	4	1	1	2	2	2	2	2	2	2	2	29
OG0001973	2	1	2	1	3	1	4	6	1	1	1	1	2	2	1	29
OG0001974	3	2	1	2	2	1	2	2	3	2	2	2	1	2	2	29
OG0001975	2	1	2	1	3	1	1	2	3	2	2	1	2	3	3	29
OG0001976	1	0	4	3	1	0	0	18	0	0	1	0	0	0	1	29
OG0001977	1	1	2	2	3	0	0	3	1	1	2	1	2	4	6	29
OG0001978	1	2	1	1	3	1	6	1	1	2	1	1	3	3	2	29
OG0001979	2	2	1	2	2	0	0	3	0	0	2	7	3	3	2	29
OG0001980	2	4	2	3	4	0	0	2	0	0	3	2	2	2	3	29
OG0001981	2	8	1	0	6	0	0	5	1	4	2	0	0	0	0	29
OG0001982	5	3	4	6	2	1	1	2	0	0	2	0	0	0	3	29
OG0001983	2	0	3	3	6	0	0	5	0	1	2	1	2	2	2	29
OG0001984	2	3	3	5	2	0	0	2	1	1	1	2	2	2	3	29
OG0001985	2	1	2	2	2	1	2	1	3	3	2	2	2	2	2	29
OG0001986	1	1	2	2	3	2	3	2	3	1	2	2	2	2	1	29
OG0001987	1	2	1	1	1	3	7	1	1	5	1	2	1	1	1	29
OG0001988	2	2	1	1	4	1	2	2	2	2	2	2	3	2	1	29
OG0001989	1	2	2	7	0	1	2	4	1	1	1	2	1	1	3	29
OG0001990	1	2	2	2	2	1	3	4	2	2	2	3	2	1	0	29
OG0001991	1	1	1	2	5	2	2	2	2	2	1	2	2	2	2	29
OG0001992	1	1	1	1	1	1	1	1	1	1	1	1	8	8	1	29
OG0001993	1	1	2	2	4	0	3	3	1	0	3	2	3	2	2	29
OG0001994	2	2	1	0	6	1	0	3	1	0	5	2	2	2	2	29
OG0001995	1	1	2	1	3	0	1	4	3	1	2	2	2	1	5	29
OG0001996	2	2	3	2	3	0	0	3	1	0	4	1	3	3	2	29
OG0001997	1	3	2	2	2	1	2	2	2	2	2	2	2	2	2	29
OG0001998	2	10	1	2	1	0	0	4	0	0	3	0	1	1	4	29
OG0001999	0	22	0	0	1	0	0	0	0	6	0	0	0	0	0	29
OG0002000	0	3	2	2	3	0	0	3	1	0	1	2	4	4	4	29
OG0002001	0	24	0	0	0	0	0	4	0	1	0	0	0	0	0	29
OG0002002	0	1	2	5	2	0	0	2	1	5	3	4	1	2	1	29
OG0002003	0	4	4	7	2	0	0	2	1	0	1	2	1	2	3	29
OG0002004	0	0	13	14	0	0	0	0	0	0	2	0	0	0	0	29
OG0002005	0	0	4	5	3	0	0	2	0	2	1	5	3	2	2	29
OG0002006	0	0	3	6	1	0	0	4	1	0	2	1	8	0	3	29
OG0002007	0	0	6	0	0	0	0	21	0	0	1	0	0	0	1	29
OG0002008	0	0	5	2	11	0	0	8	0	1	1	0	0	0	1	29
OG0002009	0	0	1	1	7	1	4	2	2	2	2	1	1	3	2	29
OG0002010	0	0	4	9	0	1	0	7	0	0	6	0	0	0	2	29
OG0002011	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	29
OG0002012	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	29
OG0002013	6	0	2	0	0	1	4	0	0	14	0	0	0	0	1	28
OG0002014	2	1	2	2	1	0	4	2	2	1	3	2	2	3	1	28
OG0002015	2	2	2	3	2	1	3	2	1	2	1	2	2	1	2	28
OG0002016	2	1	0	0	1	15	6	0	1	1	0	1	0	0	0	28
OG0002017	7	2	0	1	2	0	0	1	2	3	1	2	1	0	6	28
OG0002018	0	10	3	1	1	0	2	1	2	1	2	2	1	1	1	28
OG0002019	0	1	2	4	2	1	9	1	1	0	0	2	1	3	1	28
OG0002020	1	6	2	3	1	0	0	5	1	1	4	2	0	0	2	28
OG0002021	2	3	1	2	3	0	3	2	1	2	2	2	2	2	1	28
OG0002022	3	2	2	2	2	1	5	2	1	0	2	2	3	0	1	28
OG0002023	1	4	1	4	2	4	1	0	1	0	2	2	2	2	2	28
OG0002024	1	1	2	2	1	1	1	2	2	1	3	3	1	1	6	28
OG0002025	3	1	2	2	1	1	5	1	1	2	2	2	2	1	2	28
OG0002026	2	2	1	3	2	1	2	1	2	2	2	2	2	1	3	28
OG0002027	1	1	2	4	3	1	0	0	0	3	4	3	1	3	2	28
OG0002028	2	1	1	1	1	1	3	2	3	2	2	3	1	2	3	28
OG0002029	2	2	2	2	2	1	3	2	2	1	2	1	2	1	3	28
OG0002030	2	3	1	1	1	1	5	2	2	1	1	2	2	2	2	28
OG0002031	3	1	1	2	2	1	3	2	1	3	2	2	1	2	2	28
OG0002032	1	1	2	2	2	1	4	1	3	1	2	2	2	2	2	28
OG0002033	2	1	1	1	1	1	14	1	1	1	1	1	1	0	1	28
OG0002034	1	4	2	2	2	3	2	0	1	2	2	1	2	2	2	28
OG0002035	2	2	2	2	2	1	2	1	2	2	3	2	2	1	2	28
OG0002036	2	2	2	2	2	1	2	2	3	2	1	2	2	1	2	28
OG0002037	1	2	2	2	2	1	4	1	3	1	1	1	2	1	4	28
OG0002038	1	1	2	2	2	1	1	5	2	0	2	2	2	2	3	28
OG0002039	2	2	1	2	5	1	3	1	2	2	2	1	1	1	2	28
OG0002040	1	3	2	2	2	1	3	2	1	2	2	2	2	1	2	28
OG0002041	4	1	1	2	1	1	5	2	1	2	2	1	2	2	1	28
OG0002042	3	1	1	1	2	1	6	1	1	1	1	2	1	1	5	28
OG0002043	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	28
OG0002044	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	28
OG0002045	1	3	3	2	2	2	1	1	0	1	2	4	2	1	3	28
OG0002046	1	1	2	2	2	1	3	2	2	2	1	1	3	2	3	28
OG0002047	2	2	1	2	2	1	2	2	2	1	2	2	2	2	3	28
OG0002048	2	1	2	2	2	1	1	2	2	1	2	2	2	2	4	28
OG0002049	2	3	1	2	2	1	2	1	3	2	2	1	2	2	2	28
OG0002050	4	2	2	2	2	0	1	2	1	1	2	3	1	1	4	28
OG0002051	2	2	1	2	2	1	1	1	2	3	3	2	2	2	2	28
OG0002052	3	1	2	3	3	0	1	2	1	1	2	1	3	2	3	28
OG0002053	2	1	2	2	2	1	1	2	2	2	2	2	2	2	3	28
OG0002054	1	1	1	2	3	2	3	2	2	3	2	2	2	1	1	28
OG0002055	2	3	1	2	3	0	4	1	1	2	1	2	2	2	2	28
OG0002056	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	28
OG0002057	2	2	2	2	2	1	3	2	2	2	2	2	1	2	1	28
OG0002058	1	0	2	12	0	0	0	13	0	0	0	0	0	0	0	28
OG0002059	2	2	1	2	1	1	2	3	2	2	2	2	2	2	2	28
OG0002060	2	1	2	2	2	1	1	2	2	4	2	2	2	2	1	28
OG0002061	2	2	1	2	2	1	1	2	2	2	3	2	2	2	2	28
OG0002062	2	1	2	2	2	1	2	3	1	1	3	1	1	2	4	28
OG0002063	10	1	1	1	1	0	0	1	1	1	1	1	3	3	3	28
OG0002064	2	2	2	2	3	0	1	1	1	1	5	2	2	1	3	28
OG0002065	2	3	1	2	1	1	2	2	1	2	2	2	2	2	3	28
OG0002066	2	2	2	2	2	1	3	1	2	1	2	2	2	2	2	28
OG0002067	2	1	2	2	1	2	1	1	10	1	1	1	1	1	1	28
OG0002068	1	2	3	2	2	0	2	2	3	1	2	2	2	2	2	28
OG0002069	1	2	12	4	1	0	3	1	0	0	2	1	0	1	0	28
OG0002070	2	2	2	2	2	0	1	2	2	2	2	2	2	1	4	28
OG0002071	2	2	1	2	3	1	1	2	2	2	2	2	3	1	2	28
OG0002072	2	2	2	2	2	1	1	2	3	1	2	2	2	2	2	28
OG0002073	2	1	2	3	2	1	3	2	1	2	3	2	1	2	1	28
OG0002074	4	5	1	2	2	3	2	0	0	1	2	1	2	1	2	28
OG0002075	2	2	2	2	2	1	3	1	2	1	2	2	2	2	2	28
OG0002076	2	2	1	1	3	1	3	2	2	0	2	2	2	2	3	28
OG0002077	1	1	2	3	1	1	2	1	1	1	2	1	9	1	1	28
OG0002078	6	1	2	1	1	1	0	1	1	1	1	2	5	4	1	28
OG0002079	2	2	2	2	1	1	3	1	2	2	2	1	2	2	3	28
OG0002080	1	1	1	1	3	1	9	1	1	1	1	1	1	1	4	28
OG0002081	2	0	1	1	2	0	4	1	3	3	2	1	2	2	4	28
OG0002082	1	3	2	1	2	1	4	1	2	2	1	3	2	1	2	28
OG0002083	1	1	0	1	2	1	14	1	1	1	1	1	1	1	1	28
OG0002084	2	4	1	1	1	1	3	1	4	4	1	2	1	1	1	28
