Orthogroup	Branchiostoma_floridae	Capitella_teleta	Crassostrea_ariakensis	Crassostrea_gigas	Cyclina_sinensis	Drosophila_melanogaster	Homo_sapiens	Mytilus_coruscus	Nautilus_pompilius	Nematostella_vectensis	Patinopecten_yessoensis	Pomacea_canaliculata	Sinonovacula_constricta	Sinonovacula_rivularis	Tegillarca_granosa	Total
OG0016281	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016282	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016283	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016284	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016285	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016286	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016287	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016288	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016289	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016290	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016291	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016292	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016293	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016294	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016295	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016296	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016297	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016298	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016299	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016300	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016301	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016302	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016304	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016305	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016306	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016307	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016308	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016309	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016310	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016311	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016312	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016313	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016314	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016315	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016316	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016317	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016318	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016319	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016320	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016321	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016322	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016323	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016324	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016325	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016326	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016327	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016328	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016329	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016330	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OG0016331	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016332	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016333	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016334	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016335	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016336	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016337	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016338	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016339	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016340	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016341	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016342	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016343	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016344	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016345	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016346	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016347	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016348	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016349	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016350	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016351	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016352	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016353	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016354	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016355	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016356	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016357	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016358	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016359	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016360	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016361	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016362	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016363	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016364	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016365	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016367	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016368	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016369	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016370	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016371	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016372	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016373	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016374	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016375	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016376	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016377	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016378	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016379	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016380	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016381	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016382	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016383	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016384	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016385	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016386	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016387	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016388	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016389	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016390	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016391	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016392	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016393	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016394	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016395	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016396	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016397	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016398	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016399	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016400	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016401	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016402	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016403	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016404	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0016405	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016406	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016407	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016408	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016409	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016410	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016411	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016412	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016413	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016414	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016415	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016416	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016417	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016418	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016419	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016420	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016421	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016422	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016423	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016424	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016425	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016426	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016427	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016428	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016429	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016430	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016431	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016432	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016433	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016434	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016435	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016436	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016437	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016438	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016439	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016440	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016441	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016442	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016443	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016444	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016445	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016446	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016447	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016448	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016449	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016450	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016451	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016452	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016453	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016454	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016455	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016456	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016457	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016458	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016459	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016460	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016461	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016462	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016463	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016464	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016465	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016466	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016467	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016468	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016469	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016470	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016471	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016472	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016473	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016474	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016475	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016476	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016477	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016478	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016479	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016480	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016481	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016482	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016483	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016484	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016485	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016486	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016487	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016488	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016489	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016490	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016491	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016492	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016493	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016494	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016495	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016496	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016497	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016498	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016499	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016500	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016501	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016502	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016503	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016504	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016505	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016506	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016507	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016508	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016509	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016510	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016511	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016512	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016513	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016514	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016515	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016516	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016517	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016518	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016519	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016520	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016521	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016522	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016523	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016524	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016525	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016526	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016527	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016528	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016529	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016530	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016531	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016532	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016533	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016534	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016535	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016536	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016537	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016538	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016539	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016540	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016541	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016542	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016543	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016544	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016545	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016546	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016547	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016548	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016549	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016550	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016551	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016552	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016553	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016554	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016555	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016556	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016557	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016558	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016559	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016560	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016561	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016562	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016563	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016564	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016565	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016566	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016567	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016568	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016569	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016570	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016571	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016572	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016573	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016574	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016575	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016576	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016577	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016578	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016579	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016580	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016581	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016582	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016583	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016584	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016585	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016586	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016587	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016588	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016589	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016590	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016591	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016592	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016593	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016594	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016595	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016596	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016597	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016598	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016599	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016600	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016601	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016602	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016603	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016604	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016605	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016606	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016607	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016608	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016609	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016610	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016611	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016612	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016613	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016614	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016615	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016616	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0016617	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016618	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016619	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016620	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016621	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016622	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016623	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016624	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016625	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016626	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016627	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0016628	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016629	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016630	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016631	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016632	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016633	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016634	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0016635	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016636	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016637	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016638	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016639	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016640	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016641	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016642	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0016643	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
